building_name,facade_number,comp_type,comp_num,architectural_element,AE_type,materials_all,material_technique,moulding_type,level,year_add,orig,comp_quant,TS_quant,elem_total,location,region
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11c,window,wall window,glass,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11b,window,wall window,glass,NULL,NULL,2,1752,TRUE,1,5,5,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11d,window frame,round-headed,NULL,NULL,NULL,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11b,window frame,round-headed,NULL,NULL,NULL,2,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11c,window frame,segmental,NULL,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11c,window frame,segmental,NULL,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11b,window frame,round-headed,NULL,NULL,NULL,2,1752,TRUE,1,5,5,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11d,window sill,,NULL,NULL,NULL,2,1752,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11b,window sill,,NULL,NULL,NULL,2,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11n,wsc,w11c,window sill,,NULL,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11c,window sill,,NULL,NULL,NULL,1,1752,TRUE,1,4,4,"Amsterdam, Netherlands",Western Europe
Nieuwe Ashkenazic Synagogue,f11e,wsc,w11b,window sill,,NULL,NULL,NULL,2,1752,TRUE,1,5,5,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9w,fac_elem,fac_elem,wall,,red brick,NULL,NULL,NULL,1686,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9w,wsc,w9b,window frame,round-headed,NULL,NULL,NULL,3,1686,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9e,wsc,w9b,window frame,round-headed,NULL,NULL,NULL,3,1686,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9w,wsc,w9a,window frame,round-headed,NULL,NULL,NULL,NULL,1686,TRUE,1,3,3,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9e,wsc,w9a,window frame,round-headed,NULL,NULL,NULL,NULL,1686,TRUE,1,3,3,"Amsterdam, Netherlands",Western Europe
Obbene Shul Synagogue,f9n,wsc,w9a,window frame,round-headed,NULL,NULL,NULL,NULL,1686,TRUE,1,3,3,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,fac_elem,fac_elem,band-course,moulded,NULL,NULL,festoon,NULL,1639,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,fac_elem,fac_elem,base,attic,NULL,NULL,NULL,NULL,1639,TRUE,1,8,8,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,fac_elem,fac_elem,capital,corinthian,NULL,NULL,NULL,NULL,1639,TRUE,1,8,8,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6a,door,double panelled,NULL,NULL,NULL,1,1639,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6b,door,single panelled,NULL,NULL,NULL,1,1639,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6a,door frame,round-headed,NULL,NULL,NULL,1,1639,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6b,door frame,flat-headed,NULL,NULL,NULL,1,1639,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6a,keystone,,NULL,NULL,NULL,1,1639,TRUE,1,1,1,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,fac_elem,fac_elem,pedestal,,NULL,NULL,NULL,NULL,1639,TRUE,1,8,8,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,fac_elem,fac_elem,pilaster,,NULL,NULL,NULL,NULL,1639,TRUE,1,8,8,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,shutter,,NULL,NULL,NULL,1,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,shutter,,NULL,NULL,NULL,2,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,esc,e6b,stoop,,NULL,NULL,NULL,1,1639,TRUE,1,2,2,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,window,wall window,glass,NULL,NULL,1,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,window,wall window,glass,NULL,NULL,2,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,window frame,rectangular ,NULL,NULL,NULL,1,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
"Talmud Torah, Portuguese Synagogue I",f6w,wsc,w6a,window frame,rectangular ,NULL,NULL,NULL,2,1639,TRUE,1,6,6,"Amsterdam, Netherlands",Western Europe
Touro Synagogue,f34wi,esc,e34a,arch,round,wood,moulded,four indent,1,1763,TRUE,4,1,4,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,architrave,simple,red brick,voussoir,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,architrave,simple,red brick,voussoir,NULL,1,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,architrave,simple,red brick,voussoir,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,architrave,simple,red brick,voussoir,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,architrave,simple,wood,moulded,four indent,1,1763,TRUE,2,1,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,architrave,simple,wood,moulded,double indent,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,architrave,simple,wood,moulded,double indent,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,architrave,simple,wood,moulded,double indent,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,architrave,simple,wood,moulded,double indent,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,architrave,simple,wood,moulded,double indent,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,architrave,simple,wood,moulded,double indent,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,architrave,simple,wood,moulded,double indent,1,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,architrave,simple,wood,moulded,double indent,2,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34wi,fac_elem,fac_elem,band-course,running bond,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,fac_elem,fac_elem,band-course,running bond,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,fac_elem,fac_elem,band-course,running bond,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34s,fac_elem,fac_elem,band-course,running bond,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,fac_elem,fac_elem,band-course,common bond,red brick,plastered,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,fac_elem,fac_elem,band-course,common bond,red brick,plastered,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,fac_elem,fac_elem,band-course,common bond,red brick,plastered,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,base,attic,wood,painted,NULL,1,1763,TRUE,4,1,4,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,capital,ionic,wood,painted,NULL,1,1763,TRUE,4,1,4,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,capital,tuscan,wood,painted,NULL,1,1763,TRUE,8,1,8,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,column shaft,smooth,wood,painted,NULL,1,1763,TRUE,2,1,2,"Newport, United States",North America
Touro Synagogue,f34ei,rlc,r34a,cornice,roofline cornice,wood,moulded,dentils,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,rlc,r34a,cornice,roofline cornice,wood,moulded,dentils,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34s,rlc,r34a,cornice,roofline cornice,wood,moulded,dentils,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,rlc,r34a,cornice,roofline cornice,wood,moulded,dentils,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,rlc,r34b,cornice,roofline cornice,wood,moulded,three indent,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,rlc,r34b,cornice,roofline cornice,wood,moulded,three indent,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,rlc,r34b,cornice,roofline cornice,wood,moulded,three indent,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,cornice,element cap cornice,wood,moulded,dentils,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,cornice,raking cornice,wood,moulded,dentils,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,cornice,element cap cornice,wood,moulded,dentils,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,cornice,raking cornice,wood,moulded,dentils,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,door,double panelled,wood,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,door,single panelled,wood,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,door frame,flat-headed,NULL,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,door frame,flat-headed,NULL,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,engaged column,smooth,wood,painted,NULL,1,1763,TRUE,2,1,2,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,entablature,,wood,moulded,four indent,1,1763,TRUE,4,1,4,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,pediment,triangular,wood,painted,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,pediment,triangular,wood,painted,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,pilaster,,wood,painted,NULL,1,1763,TRUE,8,1,8,"Newport, United States",North America
Touro Synagogue,f34wi,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34s,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ni,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,fac_elem,fac_elem,plinth,square,brown sandstone,running bond,NULL,NULL,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,plinth,square,wood,painted,NULL,1,1763,TRUE,4,1,4,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,stoop,"square, 3 steps",brown sandstone,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34b,stoop,"square, 3 steps",brown sandstone,NULL,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34wi,esc,e34a,tympanum,sunburst,wood,painted,NULL,1,1763,TRUE,1,1,1,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,window frame,rectangular ,NULL,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,window frame,rectangular ,NULL,NULL,NULL,1,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,window frame,rectangular ,NULL,NULL,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,window frame,rectangular ,NULL,NULL,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,1,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,window frame,round-headed,NULL,NULL,NULL,2,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,window sill,,brown sandstone,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,window sill,,brown sandstone,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,window sill,,brown sandstone,NULL,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ni,wsc,w34a,window sill,,brown sandstone,NULL,NULL,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34a,window sill,,brown sandstone,NULL,NULL,2,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34a,window sill,,brown sandstone,NULL,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,window sill,,brown sandstone,NULL,NULL,1,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34s,wsc,w34a,window sill,,brown sandstone,NULL,NULL,2,1763,TRUE,1,4,4,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,window sill,,red brick,plastered,NULL,1,1763,TRUE,1,2,2,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,window sill,,red brick,plastered,NULL,1,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34ei,wsc,w34b,window sill,,red brick,plastered,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Touro Synagogue,f34wi,wsc,w34b,window sill,,red brick,plastered,NULL,2,1763,TRUE,1,3,3,"Newport, United States",North America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,architrave,simple,wood,moulded,single indent,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,architrave,simple,wood,moulded,single indent,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,esc,e36b,architrave,simple,wood,moulded,single indent,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,capital,tuscan,wood,NULL,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,capital,tuscan,wood,NULL,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,cornice,element cap cornice,wood,moulded,dentils,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,cornice,element cap cornice,wood,moulded,dentils,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,cornice,element cap cornice,wood,moulded,four indent,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,cornice,element cap cornice,wood,moulded,four indent,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,door,double panelled,wood,painted,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,door,double panelled,wood,painted,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,esc,e36b,door,double panelled,wood,painted,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,door frame,flat-headed,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,door frame,flat-headed,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,esc,e36b,door frame,flat-headed,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,pilaster,,wood,NULL,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,pilaster,,wood,NULL,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,plinth,square,brick,painted,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,plinth,square,brick,painted,NULL,1,1735,TRUE,2,1,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,fac_elem,fac_elem,plinth,,brick,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,fac_elem,fac_elem,plinth,,brick,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,fac_elem,fac_elem,plinth,,copper,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,fac_elem,fac_elem,plinth,,copper,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,wsc,w36a,shutter,,wood,NULL,NULL,2,1735,TRUE,4,2,8,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,wsc,w36a,shutter,,wood,NULL,NULL,1,1735,TRUE,4,6,24,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,wsc,w36a,shutter,,wood,NULL,NULL,1,1735,TRUE,4,6,24,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,stoop,semicircle steps,brick,painted,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,stoop,semicircle steps,brick,painted,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,fac_elem,fac_elem,wall,,wood,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,fac_elem,fac_elem,wall,,wood,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,fac_elem,fac_elem,wall,,wood,NULL,NULL,NULL,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,fac_elem,fac_elem,wall,,wood,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,wsc,w36a,window,wall window,glass,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,wsc,w36b,window,wall window,glass,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,wsc,w36a,window,wall window,glass,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,wsc,w36a,window,wall window,glass,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,esc,e36a,window frame,fan,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,esc,e36a,window frame,fan,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,esc,e36b,window frame,fan,NULL,NULL,NULL,1,1735,TRUE,1,1,1,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,wsc,w36a,window frame,rectangular ,NULL,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36e,wsc,w36a,window frame,fan,NULL,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,wsc,w36b,window frame,rectangular ,NULL,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36w,wsc,w36b,window frame,fan,NULL,NULL,NULL,2,1735,TRUE,1,2,2,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,wsc,w36a,window frame,rectangular ,NULL,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,wsc,w36a,window frame,rectangular ,NULL,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36s,wsc,w36a,window frame,fan,NULL,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
Tzedek ve-Shalom Synagogue,f36n,wsc,w36a,window frame,fan,NULL,NULL,NULL,1,1735,TRUE,1,6,6,"Paramaribo, Suriname",South America
